MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
5c:8f:e0:c7:38:77,HOME1008,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:39:55,44,-88,39.32780135,-76.61760465,28,3,WIFI
40:5d:82:3d:ec:4b,NETGEAR44,[WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:39:55,1,-87,39.32780135,-76.61760465,28,3,WIFI
5a:23:8c:67:45:ac,xfinitywifi,[ESS],2015-09-11 20:39:55,1,-87,39.32780135,-76.61760465,28,3,WIFI
58:bf:ea:d8:2b:fe,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:40:03,48,-82,39.32787196,-76.61761107,28,4,WIFI
58:bf:ea:d8:2b:fd,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:40:03,48,-82,39.32787196,-76.61761107,28,4,WIFI
f0:7f:06:a6:05:e2,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:40:03,3,-79,39.32787196,-76.61761107,28,4,WIFI
02:1d:d2:b5:24:20,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:03,1,-84,39.32787196,-76.61761107,28,4,WIFI
c8:b3:73:26:20:e3,Aviato,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:03,11,-87,39.32787196,-76.61761107,28,4,WIFI
d8:97:ba:f4:8c:e9,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:40:03,11,-90,39.32787196,-76.61761107,28,4,WIFI
00:1d:d2:b5:24:20,HOME-2422,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:07,1,-84,39.32804324,-76.61762159,29,3,WIFI
06:1d:d2:b5:24:20,xfinitywifi,[ESS],2015-09-11 20:40:07,1,-87,39.32804324,-76.61762159,29,3,WIFI
94:fb:b2:97:73:40,Zoom733a,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:07,1,-78,39.32804324,-76.61762159,29,3,WIFI
92:6b:3d:9d:17:70,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:07,1,-81,39.32804324,-76.61762159,29,3,WIFI
6c:c2:17:5b:1d:0d,HP-Print-0D-Photosmart 6520,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:07,6,-87,39.32804324,-76.61762159,29,3,WIFI
48:d7:05:f2:d0:80,926,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:07,1,-87,39.32804324,-76.61762159,29,3,WIFI
c4:6e:1f:7f:52:70,TP-LINK_7F5270,[WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:40:07,10,-87,39.32804324,-76.61762159,29,3,WIFI
c0:7c:d1:49:25:58,HOME-8E51-2.4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:07,6,-90,39.32804324,-76.61762159,29,3,WIFI
6e:8f:e0:c7:38:77,xfinitywifi,[ESS],2015-09-11 20:40:07,44,-85,39.32804324,-76.61762159,29,3,WIFI
96:6b:3d:9d:17:70,xfinitywifi,[ESS],2015-09-11 20:40:07,1,-81,39.32804324,-76.61762159,29,3,WIFI
c0:7c:d1:49:25:5a,xfinitywifi,[ESS],2015-09-11 20:40:07,6,-84,39.32804324,-76.61762159,29,3,WIFI
c0:7c:d1:6a:1f:00,xfinitywifi,[ESS],2015-09-11 20:40:07,157,-89,39.32804324,-76.61762159,29,3,WIFI
96:c7:92:44:32:20,xfinitywifi,[ESS],2015-09-11 20:40:07,1,-87,39.32804324,-76.61762159,29,3,WIFI
74:85:2a:a6:51:da,xfinitywifi,[ESS],2015-09-11 20:40:12,6,-75,39.3283423,-76.61761982,35,6,WIFI
60:02:92:93:b8:c2,xfinitywifi,[ESS],2015-09-11 20:40:12,161,-87,39.3283423,-76.61761982,35,6,WIFI
60:02:92:93:b8:c0,IveSeenYouNaked-5,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:12,161,-85,39.3283423,-76.61761982,35,6,WIFI
c0:7c:d1:48:ea:e9,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:40:12,6,-93,39.3283423,-76.61761982,35,6,WIFI
c0:7c:d1:6a:1e:f9,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:40:12,6,-78,39.3283423,-76.61761982,35,6,WIFI
e4:f4:c6:0c:a0:00,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:12,8,-78,39.3283423,-76.61761982,35,6,WIFI
92:c7:92:44:32:20,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:12,1,-81,39.3283423,-76.61761982,35,6,WIFI
c4:e9:84:e5:f0:28,608 5GHz,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:40:12,44,-87,39.3283423,-76.61761982,35,6,WIFI
a0:63:91:e5:86:4e,NETGEAR44-5G,[WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:40:12,153,-87,39.3283423,-76.61761982,35,6,WIFI
4c:60:de:cf:e4:34,MCF2013,[WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:40:12,2,-84,39.3283423,-76.61761982,35,6,WIFI
40:5d:82:37:e8:c3,BaltimorePD,[WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:40:12,1,-84,39.3283423,-76.61761982,35,6,WIFI
54:be:f7:c6:44:b0,HOME-69E2-5,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:12,161,-90,39.3283423,-76.61761982,35,6,WIFI
60:e3:27:46:24:e0,TP-LINK_24E0,[WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:40:12,6,-87,39.3283423,-76.61761982,35,6,WIFI
64:66:b3:40:fd:98,TP-LINK_40FD98,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:40:12,6,-87,39.3283423,-76.61761982,35,6,WIFI
74:85:2a:53:b0:58,HOME-70C4-2.4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:12,6,-87,39.3283423,-76.61761982,35,6,WIFI
58:23:8c:6d:c8:fa,HOME-C8FA,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:12,1,-87,39.3283423,-76.61761982,35,6,WIFI
5a:23:8c:6d:c8:fb,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:12,1,-90,39.3283423,-76.61761982,35,6,WIFI
b2:3c:92:ab:5e:13,Thomas Varghese,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:12,6,-90,39.3283423,-76.61761982,35,6,WIFI
82:09:f4:67:52:e0,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:12,6,-93,39.3283423,-76.61761982,35,6,WIFI
ce:35:40:4d:0e:73,xfinitywifi,[ESS],2015-09-11 20:40:12,11,-81,39.3283423,-76.61761982,35,6,WIFI
54:be:f7:c6:44:b2,xfinitywifi,[ESS],2015-09-11 20:40:12,161,-89,39.3283423,-76.61761982,35,6,WIFI
10:86:8c:4e:44:79,Blackstone502,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:16,149,-77,39.32861783,-76.61761897,37,7,WIFI
5a:23:8c:b2:9f:e8,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:16,11,-81,39.32861783,-76.61761897,37,7,WIFI
50:6a:03:96:2a:43,thehomies,[WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:40:16,6,-84,39.32861783,-76.61761897,37,7,WIFI
22:86:8c:4e:44:79,xfinitywifi,[ESS],2015-09-11 20:40:16,149,-77,39.32861783,-76.61761897,37,7,WIFI
c6:27:95:31:42:90,xfinitywifi,[ESS],2015-09-11 20:40:16,11,-87,39.32861783,-76.61761897,37,7,WIFI
5a:23:8c:67:45:ab,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:16,1,-75,39.32861783,-76.61761897,37,7,WIFI
e2:88:5d:cc:e5:85,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:16,11,-69,39.32861783,-76.61761897,37,7,WIFI
90:1a:ca:ae:36:60,HOME-3662,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:16,6,-72,39.32861783,-76.61761897,37,7,WIFI
10:0d:7f:dd:7a:68,CG3000DV2B0,[WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:40:16,1,-75,39.32861783,-76.61761897,37,7,WIFI
90:1a:ca:17:ac:10,HOME-AC12,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:16,6,-75,39.32861783,-76.61761897,37,7,WIFI
e0:88:5d:cc:e5:84,HOME-E584,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:16,11,-75,39.32861783,-76.61761897,37,7,WIFI
f0:99:bf:0b:ca:fc,Friday,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:16,6,-78,39.32861783,-76.61761897,37,7,WIFI
cc:35:40:4d:0e:71,HOME-0E71,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:16,11,-78,39.32861783,-76.61761897,37,7,WIFI
92:1a:ca:ae:36:60,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:16,6,-78,39.32861783,-76.61761897,37,7,WIFI
e0:91:f5:89:cf:a8,WhoTheFuckAreYou,[WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:40:16,3,-78,39.32861783,-76.61761897,37,7,WIFI
58:23:8c:67:45:aa,HOME-45AA,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:16,1,-78,39.32861783,-76.61761897,37,7,WIFI
f0:99:bf:0b:ca:fd,Friday,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:16,149,-84,39.32861783,-76.61761897,37,7,WIFI
00:1d:d5:c1:28:50,HOME-2852,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:16,11,-80,39.32861783,-76.61761897,37,7,WIFI
f2:fd:ca:0b:bf:90,Us,[WPA-PSK-TKIP][WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:40:16,149,-85,39.32861783,-76.61761897,37,7,WIFI
00:17:c5:e6:09:13,WPM-Private,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:16,2,-81,39.32861783,-76.61761897,37,7,WIFI
f2:fc:ca:0b:bf:90,Us,[WPA-PSK-TKIP][WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:40:16,6,-81,39.32861783,-76.61761897,37,7,WIFI
c0:7c:d1:9a:5e:a8,HOME-73E4-2.4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:16,1,-84,39.32861783,-76.61761897,37,7,WIFI
5c:8f:e0:4c:a0:44,HalaMadrid,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:16,1,-84,39.32861783,-76.61761897,37,7,WIFI
8c:09:f4:67:52:e0,HOME-52E2,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:16,6,-90,39.32861783,-76.61761897,37,7,WIFI
44:94:fc:92:fb:b0,ngwn203,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:16,8,-93,39.32861783,-76.61761897,37,7,WIFI
e2:88:5d:cc:e5:86,xfinitywifi,[ESS],2015-09-11 20:40:16,11,-75,39.32861783,-76.61761897,37,7,WIFI
96:1a:ca:ae:36:60,xfinitywifi,[ESS],2015-09-11 20:40:16,6,-78,39.32861783,-76.61761897,37,7,WIFI
5a:23:8c:6d:c8:fc,xfinitywifi,[ESS],2015-09-11 20:40:16,1,-81,39.32861783,-76.61761897,37,7,WIFI
8a:f7:c7:94:42:89,xfinitywifi,[ESS],2015-09-11 20:40:16,6,-81,39.32861783,-76.61761897,37,7,WIFI
310260_20233_10246145,T-Mobile ,UNKNOWN;us,2015-09-11 20:40:16,0,-113,39.32861783,-76.61761897,37,7,GSM
74:85:2a:a6:51:d8,HOME-1860-2.4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:20,6,-84,39.32881028,-76.61763133,40,4,WIFI
92:1a:ca:13:fa:50,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:20,1,-84,39.32881028,-76.61763133,40,4,WIFI
40:3c:fc:06:74:39,3,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:20,6,-84,39.32881028,-76.61763133,40,4,WIFI
90:1a:ca:13:fa:50,HOME-FA52,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:20,1,-78,39.32881028,-76.61763133,40,4,WIFI
96:1a:ca:13:fa:50,xfinitywifi,[ESS],2015-09-11 20:40:20,1,-81,39.32881028,-76.61763133,40,4,WIFI
ce:03:fa:3d:94:6a,xfinitywifi,[ESS],2015-09-11 20:40:20,6,-78,39.32881028,-76.61763133,40,4,WIFI
60:02:92:92:c8:02,xfinitywifi,[ESS],2015-09-11 20:40:20,1,-81,39.32881028,-76.61763133,40,4,WIFI
b8:c7:5d:05:ff:cf,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:20,6,-84,39.32881028,-76.61763133,40,4,WIFI
12:86:8c:4e:44:74,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:40:20,11,-87,39.32881028,-76.61763133,40,4,WIFI
c0:7c:d1:6a:1e:fa,xfinitywifi,[ESS],2015-09-11 20:40:20,6,-81,39.32881028,-76.61763133,40,4,WIFI
10:86:8c:4e:44:74,Blackstone502,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:20,11,-81,39.32881028,-76.61763133,40,4,WIFI
92:1a:ca:14:0e:30,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:20,11,-78,39.32881028,-76.61763133,40,4,WIFI
c6:27:95:31:42:9f,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:20,11,-81,39.32881028,-76.61763133,40,4,WIFI
c6:27:95:2c:9e:b7,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:20,11,-80,39.32881028,-76.61763133,40,4,WIFI
c4:27:95:2c:9e:b6,HOME-9EB6,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:20,11,-81,39.32881028,-76.61763133,40,4,WIFI
22:86:8c:4e:44:74,xfinitywifi,[ESS],2015-09-11 20:40:20,11,-84,39.32881028,-76.61763133,40,4,WIFI
58:23:8c:b2:9f:e7,HOME-9FE7,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:20,11,-84,39.32881028,-76.61763133,40,4,WIFI
b8:c7:5d:05:ff:d0,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:20,149,-89,39.32881028,-76.61763133,40,4,WIFI
5a:23:8c:67:45:ac,xfinitywifi,[ESS],2015-09-11 20:40:20,1,-75,39.32881028,-76.61763133,40,4,WIFI
f8:7b:8c:10:cb:51,Charles 808 2.4,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:40:20,1,-75,39.32881028,-76.61763133,40,4,WIFI
ce:03:fa:3d:94:69,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:20,6,-69,39.32881028,-76.61763133,40,4,WIFI
5a:23:8c:b4:67:e8,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:20,1,-66,39.32881028,-76.61763133,40,4,WIFI
5c:8f:e0:63:af:eb,aliceharuka,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:20,36,-85,39.32881028,-76.61763133,40,4,WIFI
cc:03:fa:3d:94:68,HOME-9468,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:20,6,-78,39.32881028,-76.61763133,40,4,WIFI
8a:f7:c7:94:42:88,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:20,6,-78,39.32881028,-76.61763133,40,4,WIFI
34:db:fd:dd:9a:42,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:40:20,1,-74,39.32881028,-76.61763133,40,4,WIFI
88:f7:c7:cb:77:63,HOME-7763,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:20,1,-75,39.32881028,-76.61763133,40,4,WIFI
f8:7b:8c:10:cb:4c,Charles 808 5.0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:40:20,36,-78,39.32881028,-76.61763133,40,4,WIFI
c4:e9:84:e5:f0:29,608,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:40:20,11,-84,39.32881028,-76.61763133,40,4,WIFI
e8:fc:af:87:9a:6c,NETGEAR21,[WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:40:20,11,-81,39.32881028,-76.61763133,40,4,WIFI
40:5d:82:3d:ec:4b,NETGEAR44,[WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:40:20,1,-81,39.32881028,-76.61763133,40,4,WIFI
c0:7c:d1:49:25:59,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:40:20,6,-81,39.32881028,-76.61763133,40,4,WIFI
5c:8f:e0:c7:38:77,HOME1008,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:20,44,-86,39.32881028,-76.61763133,40,4,WIFI
58:23:8c:b4:67:e7,Scoop Scoop,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:20,1,-75,39.32881028,-76.61763133,40,4,WIFI
c0:56:27:6b:2d:c4,Linksys11854,[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:40:20,10,-84,39.32881028,-76.61763133,40,4,WIFI
92:1a:ca:17:ac:10,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:20,6,-66,39.32881028,-76.61763133,40,4,WIFI
e2:3e:fc:b4:db:00,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:20,6,-69,39.32881028,-76.61763133,40,4,WIFI
e8:3e:fc:b4:db:00,Shannon's Wifi,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:20,6,-71,39.32881028,-76.61763133,40,4,WIFI
34:db:fd:dd:9a:40,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:40:20,1,-71,39.32881028,-76.61763133,40,4,WIFI
d8:eb:97:a5:5b:98,CB_PUB_WIFI,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:40:20,1,-75,39.32881028,-76.61763133,40,4,WIFI
90:c7:92:46:15:70,HOME-1572,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:20,11,-78,39.32881028,-76.61763133,40,4,WIFI
92:c7:92:46:15:70,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:20,11,-78,39.32881028,-76.61763133,40,4,WIFI
d0:57:4c:ca:3a:6d,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:40:20,36,-84,39.32881028,-76.61763133,40,4,WIFI
00:26:f3:91:ce:1a,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:40:20,1,-81,39.32881028,-76.61763133,40,4,WIFI
00:26:f3:91:ce:19,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:20,1,-81,39.32881028,-76.61763133,40,4,WIFI
74:85:2a:e8:b7:18,HOME-DB6B-2.4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:20,11,-81,39.32881028,-76.61763133,40,4,WIFI
58:23:8c:72:52:aa,HOME-52AA,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:20,11,-81,39.32881028,-76.61763133,40,4,WIFI
ce:35:40:4d:0e:72,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:20,11,-84,39.32881028,-76.61763133,40,4,WIFI
14:cc:20:e2:54:32,TP-LINK_E25432,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:40:20,2,-84,39.32881028,-76.61763133,40,4,WIFI
02:1d:d4:e5:de:20,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:20,11,-84,39.32881028,-76.61763133,40,4,WIFI
00:26:f3:91:ce:18,HOME-CE18,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:20,1,-87,39.32881028,-76.61763133,40,4,WIFI
a0:63:91:53:4d:0b,ChemBEtch,[WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:40:20,11,-87,39.32881028,-76.61763133,40,4,WIFI
c4:27:95:56:4d:6e,HOME-4D6E,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:20,1,-90,39.32881028,-76.61763133,40,4,WIFI
5a:23:8c:b4:67:e9,xfinitywifi,[ESS],2015-09-11 20:40:20,1,-69,39.32881028,-76.61763133,40,4,WIFI
96:1a:ca:17:ac:10,xfinitywifi,[ESS],2015-09-11 20:40:20,6,-72,39.32881028,-76.61763133,40,4,WIFI
e6:3e:fc:b4:db:00,xfinitywifi,[ESS],2015-09-11 20:40:20,6,-72,39.32881028,-76.61763133,40,4,WIFI
30:8d:99:b6:29:02,HP-Print-02-ENVY 4500 series,[ESS],2015-09-11 20:40:20,6,-81,39.32881028,-76.61763133,40,4,WIFI
96:c7:92:46:15:70,xfinitywifi,[ESS],2015-09-11 20:40:20,11,-84,39.32881028,-76.61763133,40,4,WIFI
06:1d:d4:e5:de:20,xfinitywifi,[ESS],2015-09-11 20:40:20,11,-87,39.32881028,-76.61763133,40,4,WIFI
30:8d:99:fb:d1:bd,HP-Print-BD-ENVY 4500 series,[ESS],2015-09-11 20:40:20,6,-87,39.32881028,-76.61763133,40,4,WIFI
88:f7:c7:94:42:87,HOME-4287,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:23,6,-72,39.32896865,-76.61766526,38,3,WIFI
5a:23:8c:72:52:ab,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:23,11,-78,39.32896865,-76.61766526,38,3,WIFI
12:ab:f0:10:c8:30,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:23,1,-78,39.32896865,-76.61766526,38,3,WIFI
00:26:f3:91:ce:1b,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:40:23,1,-78,39.32896865,-76.61766526,38,3,WIFI
54:be:f7:e8:63:90,buckleup,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:23,161,-89,39.32896865,-76.61766526,38,3,WIFI
d8:50:e6:d6:68:14,Brady115_Wireless,[WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:40:23,1,-87,39.32896865,-76.61766526,38,3,WIFI
c4:27:95:3b:41:4e,HOME-414E,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:23,11,-90,39.32896865,-76.61766526,38,3,WIFI
e2:88:5d:47:3e:68,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:23,11,-90,39.32896865,-76.61766526,38,3,WIFI
34:db:fd:dd:9a:41,JHGuestnet,[ESS],2015-09-11 20:40:23,1,-70,39.32896865,-76.61766526,38,3,WIFI
d0:57:4c:ca:3a:6f,JHGuestnet,[ESS],2015-09-11 20:40:23,36,-82,39.32896865,-76.61766526,38,3,WIFI
5c:b9:01:53:bb:7f,HP-Print-7F-ENVY 4500 series,[ESS],2015-09-11 20:40:23,6,-81,39.32896865,-76.61766526,38,3,WIFI
c6:27:95:3b:41:40,xfinitywifi,[ESS],2015-09-11 20:40:23,11,-84,39.32896865,-76.61766526,38,3,WIFI
54:be:f7:e8:63:92,xfinitywifi,[ESS],2015-09-11 20:40:23,161,-89,39.32896865,-76.61766526,38,3,WIFI
5a:23:8c:72:52:ac,xfinitywifi,[ESS],2015-09-11 20:40:23,11,-87,39.32896865,-76.61766526,38,3,WIFI
16:ab:f0:10:c8:30,xfinitywifi,[ESS],2015-09-11 20:40:23,1,-90,39.32896865,-76.61766526,38,3,WIFI
74:85:2a:e8:b7:1a,xfinitywifi,[ESS],2015-09-11 20:40:23,11,-90,39.32896865,-76.61766526,38,3,WIFI
310260_20233_12188931,T-Mobile ,UNKNOWN;us,2015-09-11 20:40:23,0,-113,39.32896865,-76.61766526,38,3,GSM
6e:8f:e0:c7:38:77,xfinitywifi,[ESS],2015-09-11 20:40:28,44,-88,39.32929976,-76.61769708,37,3,WIFI
c0:7c:d1:6a:1f:00,xfinitywifi,[ESS],2015-09-11 20:40:28,157,-90,39.32929976,-76.61769708,37,3,WIFI
00:0d:67:77:16:4d,XFINITY,[WPA2-EAP-CCMP][ESS],2015-09-11 20:40:28,36,-77,39.32929976,-76.61769708,37,3,WIFI
d0:57:4c:ca:17:4d,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:40:28,149,-78,39.32929976,-76.61769708,37,3,WIFI
00:0d:67:77:16:54,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:28,36,-80,39.32929976,-76.61769708,37,3,WIFI
34:12:98:05:2a:33,ThePromisedLAN,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:28,149,-81,39.32929976,-76.61769708,37,3,WIFI
d0:57:4c:c9:ea:7d,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:40:28,48,-82,39.32929976,-76.61769708,37,3,WIFI
c6:27:95:3b:41:4f,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:40:28,11,-78,39.32929976,-76.61769708,37,3,WIFI
14:ab:f0:10:c8:30,Ain't No Wifi,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:40:28,1,-78,39.32929976,-76.61769708,37,3,WIFI
d0:57:4c:c9:ea:7e,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:40:28,48,-83,39.32929976,-76.61769708,37,3,WIFI
d0:57:4c:c9:ea:72,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:40:28,11,-80,39.32929976,-76.61769708,37,3,WIFI
